date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:30:16	6138/6138	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/css/vendors/normalize.css	D:/saniksolution/lux/lux/maysalimo.com/assets/css/vendors/normalize.css	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:16	153420/153420	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/css/vendors/bootstrap.min.css	D:/saniksolution/lux/lux/maysalimo.com/assets/css/vendors/bootstrap.min.css	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:16	25587/25587	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/css/vendors/uicons-regular-rounded.css	D:/saniksolution/lux/lux/maysalimo.com/assets/css/vendors/uicons-regular-rounded.css	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:17	13872/13872	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/css/plugins/swiper-bundle.min.css	D:/saniksolution/lux/lux/maysalimo.com/assets/css/plugins/swiper-bundle.min.css	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:17	5389/5389	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/css/plugins/magnific-popup.css	D:/saniksolution/lux/lux/maysalimo.com/assets/css/plugins/magnific-popup.css	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:17	9916/9916	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/css/plugins/select2.min.css	D:/saniksolution/lux/lux/maysalimo.com/assets/css/plugins/select2.min.css	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:17	1576/1576	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/css/plugins/slick.css	D:/saniksolution/lux/lux/maysalimo.com/assets/css/plugins/slick.css	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:17	32086/32086	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/css/plugins/jquery-ui.css	D:/saniksolution/lux/lux/maysalimo.com/assets/css/plugins/jquery-ui.css	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:18	2597/2597	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/css/plugins/perfect-scrollbar.css	D:/saniksolution/lux/lux/maysalimo.com/assets/css/plugins/perfect-scrollbar.css	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:18	16975/16975	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/css/plugins/animate.css	D:/saniksolution/lux/lux/maysalimo.com/assets/css/plugins/animate.css	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:23	1025/1025	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/css/plugins/jquery.timepicker.min.css	D:/saniksolution/lux/lux/maysalimo.com/assets/css/plugins/jquery.timepicker.min.css	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:23	226/226	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/next-day.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/next-day.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:23	217/217	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/prev-day.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/prev-day.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:24	11244/11244	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/theme/favicon.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/theme/favicon.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:24	353/353	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/marker.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/marker.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:24	2941/2941	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/globe.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/globe.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:24	249/249	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/blog2/like.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/blog2/like.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:25	240/240	---M-Z	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/blog2/dislike.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/blog2/dislike.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:25	545/545	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/signin/google.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/signin/google.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:25	380/380	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/signin/facebook.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/signin/facebook.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:25	870/870	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/signin/apple.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/signin/apple.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:26	11244/11244	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/register/check.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/register/check.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:26	644/644	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/slider/swiper/next.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/slider/swiper/next.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:26	588/588	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/slider/swiper/prev.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/slider/swiper/prev.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:26	11244/11244	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/slider/swiper/dot.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/slider/swiper/dot.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:27	11244/11244	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/slider/swiper/dot-active.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/slider/swiper/dot-active.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:27	7181/7181	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/friend.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/friend.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:27	1638/1638	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/luggage.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/luggage.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:27	71699/71699	---M-Z	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage1/bg-trans.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage1/bg-trans.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:27	1155/1155	---M-Z	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage1/bg-trans2.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage1/bg-trans2.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:28	7342/7342	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage5/bg-trans-pink.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage5/bg-trans-pink.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:28	97/97	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/our-team/bg-trans.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/our-team/bg-trans.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:28	220/220	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage6/dashed.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage6/dashed.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:28	3198/3198	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/call.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/call.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:29	335/335	---M-Z	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage3/address.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage3/address.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:29	342/342	---M-Z	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage3/time.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage3/time.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:29	646/646	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/angle-down.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/angle-down.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:30	648/648	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/angle-down-black.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/angle-down-black.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:30	3200/3200	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/call-black.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/call-black.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:30	2943/2943	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/globe-black.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/globe-black.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:30	37814/37814	---M-Z	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/bg-footer.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/bg-footer.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:30	303/303	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage2/marker.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage2/marker.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:31	401/401	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/fb-black.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/fb-black.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:31	1106/1106	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/tw-black.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/tw-black.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:31	1895/1895	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/instagram-black.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/instagram-black.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:31	654/654	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/linkedin-black.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/linkedin-black.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:32	48079/48079	---M-Z	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage1/bg-download.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage1/bg-download.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:32	60653/60653	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage1/phone.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage1/phone.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:32	12785/12785	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage2/bg-download.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage2/bg-download.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:32	14051/14051	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage3/bg-download-3.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage3/bg-download-3.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:33	399/399	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/fb.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/fb.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:33	1104/1104	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/tw.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/tw.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:33	3655/3655	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/instagram.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/instagram.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:33	1028/1028	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/linkedin.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/linkedin.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:34	934/934	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/plus.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/plus.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:34	493/493	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/minus.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/minus.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:34	1643/1643	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/calendar.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/calendar.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:34	1581/1581	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/time.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/time.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:34	1791/1791	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/from.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/from.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:35	1785/1785	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/template/icons/to.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/template/icons/to.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:35	20527/20527	---M-Z	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage1/bg-our-fleet.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage1/bg-our-fleet.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:35	33121/33121	---M-Z	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage1/line.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage1/line.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:35	22849/22849	---M-Z	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage1/bg-showcase.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage1/bg-showcase.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:36	14691/14691	---M-Z	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage1/bg-our-service.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage1/bg-our-service.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:36	13296/13296	---M-Z	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage1/bg-faqs.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage1/bg-faqs.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:36	337/337	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage1/quote.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage1/quote.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:36	2992/2992	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage1/play.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage1/play.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:36	176650/176650	---M-Z	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage1/maps.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage1/maps.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:37	2752/2752	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage1/bg-testimonials.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage1/bg-testimonials.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:37	560/560	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage2/arrow-button.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage2/arrow-button.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:37	13335/13335	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage2/bg-line.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage2/bg-line.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:37	520/520	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage2/quote.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage2/quote.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:37	437/437	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage2/prev-white.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage2/prev-white.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:38	416/416	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage2/next-white.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage2/next-white.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:38	4503/4503	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage2/bg-line.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage2/bg-line.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:38	30586/30586	---M-Z	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage3/bg-banner.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage3/bg-banner.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:38	137/137	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage3/dashed.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage3/dashed.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:38	25580/25580	---M-Z	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage3/bg-line.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage3/bg-line.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:39	465/465	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage3/tick.svg	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage3/tick.svg	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:39	25547/25547	---M-Z	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage4/banner.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage4/banner.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:39	274/274	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage4/tick.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage4/tick.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:39	3664/3664	---M-Z	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage4/pattern.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage4/pattern.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:40	237774/237774	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage5/map.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage5/map.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:40	520/520	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage5/quote.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage5/quote.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
12:30:40	40637/40637	---M-Z	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2015:56:03%20GMT	https://maysalimo.com/assets/imgs/page/homepage5/bg-banner.png	D:/saniksolution/lux/lux/maysalimo.com/assets/imgs/page/homepage5/bg-banner.png	(from https://maysalimo.com/assets/css/style.css?v=1.0.0)
